Date,GEO,Products and product groups,VALUE
2021-03-01,British Columbia,Services,141.6
2021-04-01,British Columbia,Services,141.7
2021-05-01,British Columbia,Services,140.8
2021-06-01,British Columbia,Services,141.6
2021-07-01,British Columbia,Services,142.4
2021-08-01,British Columbia,Services,142.9
2021-09-01,British Columbia,Services,143.4
2021-10-01,British Columbia,Services,143.9
2021-11-01,British Columbia,Services,143.8
2018-01-01,"Whitehorse, Yukon",All-items,128.9
2018-02-01,"Whitehorse, Yukon",All-items,129.5
2018-03-01,"Whitehorse, Yukon",All-items,130.0
2018-04-01,"Whitehorse, Yukon",All-items,130.4
2018-05-01,"Whitehorse, Yukon",All-items,130.6
2018-06-01,"Whitehorse, Yukon",All-items,131.0
2018-07-01,"Whitehorse, Yukon",All-items,131.9
2018-08-01,"Whitehorse, Yukon",All-items,131.6
2018-09-01,"Whitehorse, Yukon",All-items,130.5
2018-10-01,"Whitehorse, Yukon",All-items,131.0
2018-11-01,"Whitehorse, Yukon",All-items,130.9
2018-12-01,"Whitehorse, Yukon",All-items,131.4
2019-01-01,"Whitehorse, Yukon",All-items,130.9
2019-02-01,"Whitehorse, Yukon",All-items,131.1
2019-03-01,"Whitehorse, Yukon",All-items,131.6
2019-04-01,"Whitehorse, Yukon",All-items,132.2
2019-05-01,"Whitehorse, Yukon",All-items,132.9
2019-06-01,"Whitehorse, Yukon",All-items,134.1
2019-07-01,"Whitehorse, Yukon",All-items,135.1
2019-08-01,"Whitehorse, Yukon",All-items,134.8
2019-09-01,"Whitehorse, Yukon",All-items,133.5
2019-10-01,"Whitehorse, Yukon",All-items,133.9
2019-11-01,"Whitehorse, Yukon",All-items,133.9
2019-12-01,"Whitehorse, Yukon",All-items,134.8
2020-01-01,"Whitehorse, Yukon",All-items,135.8
2020-02-01,"Whitehorse, Yukon",All-items,135.9
2020-03-01,"Whitehorse, Yukon",All-items,135.1
2020-04-01,"Whitehorse, Yukon",All-items,133.6
2020-05-01,"Whitehorse, Yukon",All-items,133.1
2020-06-01,"Whitehorse, Yukon",All-items,134.3
2020-07-01,"Whitehorse, Yukon",All-items,134.2
2020-08-01,"Whitehorse, Yukon",All-items,133.6
2020-09-01,"Whitehorse, Yukon",All-items,133.9
2020-10-01,"Whitehorse, Yukon",All-items,134.5
2020-11-01,"Whitehorse, Yukon",All-items,134.8
2020-12-01,"Whitehorse, Yukon",All-items,134.9
2021-01-01,"Whitehorse, Yukon",All-items,136.1
2021-02-01,"Whitehorse, Yukon",All-items,136.4
2021-03-01,"Whitehorse, Yukon",All-items,136.6
2021-04-01,"Whitehorse, Yukon",All-items,137.8
2021-05-01,"Whitehorse, Yukon",All-items,138.0
2021-06-01,"Whitehorse, Yukon",All-items,138.5
2021-07-01,"Whitehorse, Yukon",All-items,139.8
2021-08-01,"Whitehorse, Yukon",All-items,140.3
2021-09-01,"Whitehorse, Yukon",All-items,140.5
2021-10-01,"Whitehorse, Yukon",All-items,141.1
2021-11-01,"Whitehorse, Yukon",All-items,140.3
2018-01-01,"Whitehorse, Yukon",Food,132.6
2018-02-01,"Whitehorse, Yukon",Food,132.7
2018-03-01,"Whitehorse, Yukon",Food,132.1
2018-04-01,"Whitehorse, Yukon",Food,132.0
2018-05-01,"Whitehorse, Yukon",Food,130.9
2018-06-01,"Whitehorse, Yukon",Food,130.7
2018-07-01,"Whitehorse, Yukon",Food,132.3
2018-08-01,"Whitehorse, Yukon",Food,130.9
2018-09-01,"Whitehorse, Yukon",Food,129.7
2018-10-01,"Whitehorse, Yukon",Food,128.9
2018-11-01,"Whitehorse, Yukon",Food,132.5
2018-12-01,"Whitehorse, Yukon",Food,132.2
2019-01-01,"Whitehorse, Yukon",Food,133.6
2019-02-01,"Whitehorse, Yukon",Food,133.0
2019-03-01,"Whitehorse, Yukon",Food,133.5
2019-04-01,"Whitehorse, Yukon",Food,132.9
2019-05-01,"Whitehorse, Yukon",Food,135.1
2019-06-01,"Whitehorse, Yukon",Food,134.8
2019-07-01,"Whitehorse, Yukon",Food,135.5
2019-08-01,"Whitehorse, Yukon",Food,134.1
2019-09-01,"Whitehorse, Yukon",Food,133.7
2019-10-01,"Whitehorse, Yukon",Food,133.0
2019-11-01,"Whitehorse, Yukon",Food,135.1
2019-12-01,"Whitehorse, Yukon",Food,135.0
2020-01-01,"Whitehorse, Yukon",Food,135.5
2020-02-01,"Whitehorse, Yukon",Food,134.6
2020-03-01,"Whitehorse, Yukon",Food,135.0
2020-04-01,"Whitehorse, Yukon",Food,131.9
2020-05-01,"Whitehorse, Yukon",Food,132.1
2020-06-01,"Whitehorse, Yukon",Food,131.1
2020-07-01,"Whitehorse, Yukon",Food,132.0
2020-08-01,"Whitehorse, Yukon",Food,129.5
2020-09-01,"Whitehorse, Yukon",Food,131.0
2020-10-01,"Whitehorse, Yukon",Food,131.3
2020-11-01,"Whitehorse, Yukon",Food,132.6
2020-12-01,"Whitehorse, Yukon",Food,131.9
2021-01-01,"Whitehorse, Yukon",Food,132.8
2021-02-01,"Whitehorse, Yukon",Food,133.0
2021-03-01,"Whitehorse, Yukon",Food,131.1
2021-04-01,"Whitehorse, Yukon",Food,132.8
2021-05-01,"Whitehorse, Yukon",Food,133.3
2021-06-01,"Whitehorse, Yukon",Food,134.0
2021-07-01,"Whitehorse, Yukon",Food,135.1
2021-08-01,"Whitehorse, Yukon",Food,134.3
2021-09-01,"Whitehorse, Yukon",Food,135.1
2021-10-01,"Whitehorse, Yukon",Food,135.5
2021-11-01,"Whitehorse, Yukon",Food,134.9
2018-01-01,"Whitehorse, Yukon",Shelter,152.4
2018-02-01,"Whitehorse, Yukon",Shelter,153.0
2018-03-01,"Whitehorse, Yukon",Shelter,152.6
2018-04-01,"Whitehorse, Yukon",Shelter,152.9
2018-05-01,"Whitehorse, Yukon",Shelter,153.6
2018-06-01,"Whitehorse, Yukon",Shelter,153.9
2018-07-01,"Whitehorse, Yukon",Shelter,153.4
2018-08-01,"Whitehorse, Yukon",Shelter,153.7
2018-09-01,"Whitehorse, Yukon",Shelter,154.1
2018-10-01,"Whitehorse, Yukon",Shelter,155.2
2018-11-01,"Whitehorse, Yukon",Shelter,156.1
2018-12-01,"Whitehorse, Yukon",Shelter,156.8
2019-01-01,"Whitehorse, Yukon",Shelter,155.9
2019-02-01,"Whitehorse, Yukon",Shelter,156.2
2019-03-01,"Whitehorse, Yukon",Shelter,156.8
2019-04-01,"Whitehorse, Yukon",Shelter,158.5
2019-05-01,"Whitehorse, Yukon",Shelter,158.9
2019-06-01,"Whitehorse, Yukon",Shelter,161.8
2019-07-01,"Whitehorse, Yukon",Shelter,162.5
2019-08-01,"Whitehorse, Yukon",Shelter,162.4
2019-09-01,"Whitehorse, Yukon",Shelter,162.7
2019-10-01,"Whitehorse, Yukon",Shelter,163.6
2019-11-01,"Whitehorse, Yukon",Shelter,164.1
2019-12-01,"Whitehorse, Yukon",Shelter,164.8
2020-01-01,"Whitehorse, Yukon",Shelter,169.4
2020-02-01,"Whitehorse, Yukon",Shelter,169.1
2020-03-01,"Whitehorse, Yukon",Shelter,168.5
2020-04-01,"Whitehorse, Yukon",Shelter,167.1
2020-05-01,"Whitehorse, Yukon",Shelter,165.1
2020-06-01,"Whitehorse, Yukon",Shelter,165.8
2020-07-01,"Whitehorse, Yukon",Shelter,166.4
2020-08-01,"Whitehorse, Yukon",Shelter,167.2
2020-09-01,"Whitehorse, Yukon",Shelter,167.2
2020-10-01,"Whitehorse, Yukon",Shelter,167.7
2020-11-01,"Whitehorse, Yukon",Shelter,167.9
2020-12-01,"Whitehorse, Yukon",Shelter,168.0
2021-01-01,"Whitehorse, Yukon",Shelter,170.2
2021-02-01,"Whitehorse, Yukon",Shelter,170.3
2021-03-01,"Whitehorse, Yukon",Shelter,171.4
2021-04-01,"Whitehorse, Yukon",Shelter,171.7
2021-05-01,"Whitehorse, Yukon",Shelter,171.2
2021-06-01,"Whitehorse, Yukon",Shelter,171.9
2021-07-01,"Whitehorse, Yukon",Shelter,175.1
2021-08-01,"Whitehorse, Yukon",Shelter,174.6
2021-09-01,"Whitehorse, Yukon",Shelter,175.2
2021-10-01,"Whitehorse, Yukon",Shelter,175.6
2021-11-01,"Whitehorse, Yukon",Shelter,175.5
2018-01-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.4
2018-02-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.3
2018-03-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.6
2018-04-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.0
2018-05-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.8
2018-06-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.4
2018-07-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.5
2018-08-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.5
2018-09-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.5
2018-10-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.2
2018-11-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.5
2018-12-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.3
2019-01-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.2
2019-02-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.4
2019-03-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.2
2019-04-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.4
2019-05-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.0
2019-06-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.8
2019-07-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.3
2019-08-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.0
2019-09-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.8
2019-10-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.6
2019-11-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.9
2019-12-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.7
2020-01-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.4
2020-02-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.4
2020-03-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.0
2020-04-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.4
2020-05-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",105.9
2020-06-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",106.6
2020-07-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",106.5
2020-08-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.0
2020-09-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",107.8
2020-10-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.6
2020-11-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.8
2020-12-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.9
2021-01-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.6
2021-02-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",110.5
2021-03-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.0
2021-04-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",110.2
2021-05-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.7
2021-06-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",109.7
2021-07-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",110.5
2021-08-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",110.9
2021-09-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",111.7
2021-10-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",111.5
2021-11-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",111.3
2018-01-01,"Whitehorse, Yukon",Clothing and footwear,98.2
2018-02-01,"Whitehorse, Yukon",Clothing and footwear,98.5
2018-03-01,"Whitehorse, Yukon",Clothing and footwear,100.2
2018-04-01,"Whitehorse, Yukon",Clothing and footwear,104.0
2018-05-01,"Whitehorse, Yukon",Clothing and footwear,103.8
2018-06-01,"Whitehorse, Yukon",Clothing and footwear,103.1
2018-07-01,"Whitehorse, Yukon",Clothing and footwear,101.5
2018-08-01,"Whitehorse, Yukon",Clothing and footwear,101.0
2018-09-01,"Whitehorse, Yukon",Clothing and footwear,101.0
2018-10-01,"Whitehorse, Yukon",Clothing and footwear,101.0
2018-11-01,"Whitehorse, Yukon",Clothing and footwear,97.1
2018-12-01,"Whitehorse, Yukon",Clothing and footwear,98.9
2019-01-01,"Whitehorse, Yukon",Clothing and footwear,98.9
2019-02-01,"Whitehorse, Yukon",Clothing and footwear,98.0
2019-03-01,"Whitehorse, Yukon",Clothing and footwear,99.4
2019-04-01,"Whitehorse, Yukon",Clothing and footwear,98.8
2019-05-01,"Whitehorse, Yukon",Clothing and footwear,95.4
2019-06-01,"Whitehorse, Yukon",Clothing and footwear,100.7
2019-07-01,"Whitehorse, Yukon",Clothing and footwear,101.6
2019-08-01,"Whitehorse, Yukon",Clothing and footwear,99.6
2019-09-01,"Whitehorse, Yukon",Clothing and footwear,99.1
2019-10-01,"Whitehorse, Yukon",Clothing and footwear,99.5
2019-11-01,"Whitehorse, Yukon",Clothing and footwear,99.3
2019-12-01,"Whitehorse, Yukon",Clothing and footwear,98.2
2020-01-01,"Whitehorse, Yukon",Clothing and footwear,102.3
2020-02-01,"Whitehorse, Yukon",Clothing and footwear,102.6
2020-03-01,"Whitehorse, Yukon",Clothing and footwear,102.6
2020-04-01,"Whitehorse, Yukon",Clothing and footwear,102.0
2020-05-01,"Whitehorse, Yukon",Clothing and footwear,100.5
2020-06-01,"Whitehorse, Yukon",Clothing and footwear,102.2
2020-07-01,"Whitehorse, Yukon",Clothing and footwear,101.0
2020-08-01,"Whitehorse, Yukon",Clothing and footwear,98.4
2020-09-01,"Whitehorse, Yukon",Clothing and footwear,101.6
2020-10-01,"Whitehorse, Yukon",Clothing and footwear,104.0
2020-11-01,"Whitehorse, Yukon",Clothing and footwear,103.3
2020-12-01,"Whitehorse, Yukon",Clothing and footwear,102.4
2021-01-01,"Whitehorse, Yukon",Clothing and footwear,102.8
2021-02-01,"Whitehorse, Yukon",Clothing and footwear,102.9
2021-03-01,"Whitehorse, Yukon",Clothing and footwear,103.1
2021-04-01,"Whitehorse, Yukon",Clothing and footwear,103.9
2021-05-01,"Whitehorse, Yukon",Clothing and footwear,104.0
2021-06-01,"Whitehorse, Yukon",Clothing and footwear,105.6
2021-07-01,"Whitehorse, Yukon",Clothing and footwear,106.3
2021-08-01,"Whitehorse, Yukon",Clothing and footwear,105.3
2021-09-01,"Whitehorse, Yukon",Clothing and footwear,105.0
2021-10-01,"Whitehorse, Yukon",Clothing and footwear,105.2
2021-11-01,"Whitehorse, Yukon",Clothing and footwear,105.3
2018-01-01,"Whitehorse, Yukon",Transportation,134.1
2018-02-01,"Whitehorse, Yukon",Transportation,134.9
2018-03-01,"Whitehorse, Yukon",Transportation,134.5
2018-04-01,"Whitehorse, Yukon",Transportation,136.0
2018-05-01,"Whitehorse, Yukon",Transportation,137.5
2018-06-01,"Whitehorse, Yukon",Transportation,140.3
2018-07-01,"Whitehorse, Yukon",Transportation,143.3
2018-08-01,"Whitehorse, Yukon",Transportation,142.5
2018-09-01,"Whitehorse, Yukon",Transportation,137.6
2018-10-01,"Whitehorse, Yukon",Transportation,139.6
2018-11-01,"Whitehorse, Yukon",Transportation,138.4
2018-12-01,"Whitehorse, Yukon",Transportation,139.9
2019-01-01,"Whitehorse, Yukon",Transportation,136.6
2019-02-01,"Whitehorse, Yukon",Transportation,137.7
2019-03-01,"Whitehorse, Yukon",Transportation,138.7
2019-04-01,"Whitehorse, Yukon",Transportation,139.7
2019-05-01,"Whitehorse, Yukon",Transportation,141.0
2019-06-01,"Whitehorse, Yukon",Transportation,141.7
2019-07-01,"Whitehorse, Yukon",Transportation,144.8
2019-08-01,"Whitehorse, Yukon",Transportation,145.7
2019-09-01,"Whitehorse, Yukon",Transportation,140.0
2019-10-01,"Whitehorse, Yukon",Transportation,141.3
2019-11-01,"Whitehorse, Yukon",Transportation,141.5
2019-12-01,"Whitehorse, Yukon",Transportation,145.9
2020-01-01,"Whitehorse, Yukon",Transportation,144.1
2020-02-01,"Whitehorse, Yukon",Transportation,145.0
2020-03-01,"Whitehorse, Yukon",Transportation,140.8
2020-04-01,"Whitehorse, Yukon",Transportation,138.4
2020-05-01,"Whitehorse, Yukon",Transportation,139.4
2020-06-01,"Whitehorse, Yukon",Transportation,142.7
2020-07-01,"Whitehorse, Yukon",Transportation,141.5
2020-08-01,"Whitehorse, Yukon",Transportation,139.4
2020-09-01,"Whitehorse, Yukon",Transportation,137.6
2020-10-01,"Whitehorse, Yukon",Transportation,138.5
2020-11-01,"Whitehorse, Yukon",Transportation,139.3
2020-12-01,"Whitehorse, Yukon",Transportation,140.8
2021-01-01,"Whitehorse, Yukon",Transportation,142.7
2021-02-01,"Whitehorse, Yukon",Transportation,143.5
2021-03-01,"Whitehorse, Yukon",Transportation,145.6
2021-04-01,"Whitehorse, Yukon",Transportation,147.8
2021-05-01,"Whitehorse, Yukon",Transportation,148.4
2021-06-01,"Whitehorse, Yukon",Transportation,148.2
2021-07-01,"Whitehorse, Yukon",Transportation,149.3
2021-08-01,"Whitehorse, Yukon",Transportation,155.7
2021-09-01,"Whitehorse, Yukon",Transportation,153.0
2021-10-01,"Whitehorse, Yukon",Transportation,152.5
2021-11-01,"Whitehorse, Yukon",Transportation,152.0
2018-01-01,"Whitehorse, Yukon",Gasoline,144.2
2018-02-01,"Whitehorse, Yukon",Gasoline,144.2
2018-03-01,"Whitehorse, Yukon",Gasoline,144.2
2018-04-01,"Whitehorse, Yukon",Gasoline,155.4
2018-05-01,"Whitehorse, Yukon",Gasoline,169.0
2018-06-01,"Whitehorse, Yukon",Gasoline,172.0
2018-07-01,"Whitehorse, Yukon",Gasoline,172.0
2018-08-01,"Whitehorse, Yukon",Gasoline,172.0
2018-09-01,"Whitehorse, Yukon",Gasoline,171.0
2018-10-01,"Whitehorse, Yukon",Gasoline,171.8
2018-11-01,"Whitehorse, Yukon",Gasoline,166.7
2018-12-01,"Whitehorse, Yukon",Gasoline,148.3
2019-01-01,"Whitehorse, Yukon",Gasoline,148.3
2019-02-01,"Whitehorse, Yukon",Gasoline,148.3
2019-03-01,"Whitehorse, Yukon",Gasoline,154.1
2019-04-01,"Whitehorse, Yukon",Gasoline,163.7
2019-05-01,"Whitehorse, Yukon",Gasoline,163.5
2019-06-01,"Whitehorse, Yukon",Gasoline,163.5
2019-07-01,"Whitehorse, Yukon",Gasoline,169.0
2019-08-01,"Whitehorse, Yukon",Gasoline,169.6
2019-09-01,"Whitehorse, Yukon",Gasoline,169.5
2019-10-01,"Whitehorse, Yukon",Gasoline,169.6
2019-11-01,"Whitehorse, Yukon",Gasoline,169.6
2019-12-01,"Whitehorse, Yukon",Gasoline,169.4
2020-01-01,"Whitehorse, Yukon",Gasoline,169.6
2020-02-01,"Whitehorse, Yukon",Gasoline,169.1
2020-03-01,"Whitehorse, Yukon",Gasoline,149.0
2020-04-01,"Whitehorse, Yukon",Gasoline,120.0
2020-05-01,"Whitehorse, Yukon",Gasoline,122.4
2020-06-01,"Whitehorse, Yukon",Gasoline,137.0
2020-07-01,"Whitehorse, Yukon",Gasoline,142.4
2020-08-01,"Whitehorse, Yukon",Gasoline,142.4
2020-09-01,"Whitehorse, Yukon",Gasoline,142.3
2020-10-01,"Whitehorse, Yukon",Gasoline,142.4
2020-11-01,"Whitehorse, Yukon",Gasoline,142.4
2020-12-01,"Whitehorse, Yukon",Gasoline,142.4
2021-01-01,"Whitehorse, Yukon",Gasoline,147.4
2021-02-01,"Whitehorse, Yukon",Gasoline,150.9
2021-03-01,"Whitehorse, Yukon",Gasoline,157.7
2021-04-01,"Whitehorse, Yukon",Gasoline,165.9
2021-05-01,"Whitehorse, Yukon",Gasoline,168.1
2021-06-01,"Whitehorse, Yukon",Gasoline,172.0
2021-07-01,"Whitehorse, Yukon",Gasoline,176.7
2021-08-01,"Whitehorse, Yukon",Gasoline,183.4
2021-09-01,"Whitehorse, Yukon",Gasoline,184.8
2021-10-01,"Whitehorse, Yukon",Gasoline,185.0
2021-11-01,"Whitehorse, Yukon",Gasoline,185.0
2018-01-01,"Whitehorse, Yukon",Health and personal care,128.5
2018-02-01,"Whitehorse, Yukon",Health and personal care,128.0
2018-03-01,"Whitehorse, Yukon",Health and personal care,129.7
2018-04-01,"Whitehorse, Yukon",Health and personal care,128.9
2018-05-01,"Whitehorse, Yukon",Health and personal care,127.1
2018-06-01,"Whitehorse, Yukon",Health and personal care,127.0
2018-07-01,"Whitehorse, Yukon",Health and personal care,127.4
2018-08-01,"Whitehorse, Yukon",Health and personal care,129.1
2018-09-01,"Whitehorse, Yukon",Health and personal care,127.0
2018-10-01,"Whitehorse, Yukon",Health and personal care,126.4
2018-11-01,"Whitehorse, Yukon",Health and personal care,125.3
2018-12-01,"Whitehorse, Yukon",Health and personal care,127.0
2019-01-01,"Whitehorse, Yukon",Health and personal care,126.9
2019-02-01,"Whitehorse, Yukon",Health and personal care,126.2
2019-03-01,"Whitehorse, Yukon",Health and personal care,126.0
2019-04-01,"Whitehorse, Yukon",Health and personal care,127.4
2019-05-01,"Whitehorse, Yukon",Health and personal care,128.8
2019-06-01,"Whitehorse, Yukon",Health and personal care,128.3
2019-07-01,"Whitehorse, Yukon",Health and personal care,129.5
2019-08-01,"Whitehorse, Yukon",Health and personal care,128.8
2019-09-01,"Whitehorse, Yukon",Health and personal care,128.0
2019-10-01,"Whitehorse, Yukon",Health and personal care,128.8
2019-11-01,"Whitehorse, Yukon",Health and personal care,127.7
2019-12-01,"Whitehorse, Yukon",Health and personal care,127.8
2020-01-01,"Whitehorse, Yukon",Health and personal care,127.6
2020-02-01,"Whitehorse, Yukon",Health and personal care,128.4
2020-03-01,"Whitehorse, Yukon",Health and personal care,129.5
2020-04-01,"Whitehorse, Yukon",Health and personal care,129.8
2020-05-01,"Whitehorse, Yukon",Health and personal care,128.1
2020-06-01,"Whitehorse, Yukon",Health and personal care,127.7
2020-07-01,"Whitehorse, Yukon",Health and personal care,127.5
2020-08-01,"Whitehorse, Yukon",Health and personal care,128.9
2020-09-01,"Whitehorse, Yukon",Health and personal care,129.2
2020-10-01,"Whitehorse, Yukon",Health and personal care,131.1
2020-11-01,"Whitehorse, Yukon",Health and personal care,130.5
2020-12-01,"Whitehorse, Yukon",Health and personal care,130.5
2021-01-01,"Whitehorse, Yukon",Health and personal care,130.5
2021-02-01,"Whitehorse, Yukon",Health and personal care,130.3
2021-03-01,"Whitehorse, Yukon",Health and personal care,130.2
2021-04-01,"Whitehorse, Yukon",Health and personal care,132.3
2021-05-01,"Whitehorse, Yukon",Health and personal care,131.9
2021-06-01,"Whitehorse, Yukon",Health and personal care,131.6
2021-07-01,"Whitehorse, Yukon",Health and personal care,133.1
2021-08-01,"Whitehorse, Yukon",Health and personal care,132.7
2021-09-01,"Whitehorse, Yukon",Health and personal care,132.6
2021-10-01,"Whitehorse, Yukon",Health and personal care,133.6
2021-11-01,"Whitehorse, Yukon",Health and personal care,132.9
2018-01-01,"Whitehorse, Yukon","Recreation, education and reading",98.7
2018-02-01,"Whitehorse, Yukon","Recreation, education and reading",100.4
2018-03-01,"Whitehorse, Yukon","Recreation, education and reading",103.6
2018-04-01,"Whitehorse, Yukon","Recreation, education and reading",100.6
2018-05-01,"Whitehorse, Yukon","Recreation, education and reading",101.8
2018-06-01,"Whitehorse, Yukon","Recreation, education and reading",101.0
2018-07-01,"Whitehorse, Yukon","Recreation, education and reading",102.4
2018-08-01,"Whitehorse, Yukon","Recreation, education and reading",102.0
2018-09-01,"Whitehorse, Yukon","Recreation, education and reading",102.7
2018-10-01,"Whitehorse, Yukon","Recreation, education and reading",101.6
2018-11-01,"Whitehorse, Yukon","Recreation, education and reading",99.9
2018-12-01,"Whitehorse, Yukon","Recreation, education and reading",99.4
2019-01-01,"Whitehorse, Yukon","Recreation, education and reading",98.9
2019-02-01,"Whitehorse, Yukon","Recreation, education and reading",99.7
2019-03-01,"Whitehorse, Yukon","Recreation, education and reading",99.8
2019-04-01,"Whitehorse, Yukon","Recreation, education and reading",100.6
2019-05-01,"Whitehorse, Yukon","Recreation, education and reading",102.4
2019-06-01,"Whitehorse, Yukon","Recreation, education and reading",103.3
2019-07-01,"Whitehorse, Yukon","Recreation, education and reading",104.8
2019-08-01,"Whitehorse, Yukon","Recreation, education and reading",103.7
2019-09-01,"Whitehorse, Yukon","Recreation, education and reading",103.6
2019-10-01,"Whitehorse, Yukon","Recreation, education and reading",102.4
2019-11-01,"Whitehorse, Yukon","Recreation, education and reading",100.7
2019-12-01,"Whitehorse, Yukon","Recreation, education and reading",99.9
2020-01-01,"Whitehorse, Yukon","Recreation, education and reading",100.7
2020-02-01,"Whitehorse, Yukon","Recreation, education and reading",101.4
2020-03-01,"Whitehorse, Yukon","Recreation, education and reading",100.9
2020-04-01,"Whitehorse, Yukon","Recreation, education and reading",99.9
2020-05-01,"Whitehorse, Yukon","Recreation, education and reading",101.2
2020-06-01,"Whitehorse, Yukon","Recreation, education and reading",103.0
2020-07-01,"Whitehorse, Yukon","Recreation, education and reading",103.4
2020-08-01,"Whitehorse, Yukon","Recreation, education and reading",103.4
2020-09-01,"Whitehorse, Yukon","Recreation, education and reading",104.4
2020-10-01,"Whitehorse, Yukon","Recreation, education and reading",101.8
2020-11-01,"Whitehorse, Yukon","Recreation, education and reading",101.3
2020-12-01,"Whitehorse, Yukon","Recreation, education and reading",101.9
2021-01-01,"Whitehorse, Yukon","Recreation, education and reading",102.7
2021-02-01,"Whitehorse, Yukon","Recreation, education and reading",102.2
2021-03-01,"Whitehorse, Yukon","Recreation, education and reading",102.4
2021-04-01,"Whitehorse, Yukon","Recreation, education and reading",103.3
2021-05-01,"Whitehorse, Yukon","Recreation, education and reading",105.4
2021-06-01,"Whitehorse, Yukon","Recreation, education and reading",105.9
2021-07-01,"Whitehorse, Yukon","Recreation, education and reading",106.1
2021-08-01,"Whitehorse, Yukon","Recreation, education and reading",106.1
2021-09-01,"Whitehorse, Yukon","Recreation, education and reading",106.5
2021-10-01,"Whitehorse, Yukon","Recreation, education and reading",108.6
2021-11-01,"Whitehorse, Yukon","Recreation, education and reading",105.9
2018-01-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",165.3
2018-02-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",165.4
2018-03-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",166.6
2018-04-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",171.0
2018-05-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",171.8
2018-06-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",171.5
2018-07-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",173.1
2018-08-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",173.2
2018-09-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",173.4
2018-10-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",173.6
2018-11-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",174.1
2018-12-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",173.3
2019-01-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",173.7
2019-02-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",174.0
